Unnamed: 0,recipe_name,prep_time,cook_time,total_time,ingredients,directions,rating,cuisine_path,nutrition,img_src
683,Almond Joy Cake,20 mins,1 hrs,1 hrs 20 mins,"margarine, milk, sugar, marshmallows, coconut, sugar, margarine, evaporated milk, vanilla flavoring, marshmallow creme","Cake:  Bake according to directions on Super Moist Betty Crocker German Chocolate Cake Mix in 9\x13\ pan. Grease and flour pan. After allowing cake to to cool thoroughly, slice in half, making two thin layers. Lay top half aside carefully., Center:  Cut up marshmallows with kitchen shears, (rub blades with margarine to prevent  sticking)., Boil margarine, milk, and sugar together for 3 minutes.   Pour over marshmallows until melted.   Add coconut and stir., Spread this mixture over bottom half of cake. Sprinkle generously with chopped almonds, if desired., 
Replace top half of cake., Icing:  Combine sugar, milk and margarine, cook to soft ball stage or until candy  thermometer reaches 238 degrees.  Stir constantly to prevent scorching.    Remove  from heat, stir in chocolate chips, add marshmallow creme and vanilla flavoring.   Beat until well blended., Cool, (not very much). Spread on cake. Sprinkle entire  cake generously with almond  pieces., Cake is better if it sits overnight.",5,Unknown,"Calories: 1001.4, Fat: 50.4g, Protein: 6.7g, Sugar: 110.2g, Carbs: 141.6g",
684,Almond Paste,15 mins,168 hrs,168 hrs 15 mins,"fresh lemon juice, water, sugar","c(Force blanched almonds through fine blade of food chopper 4x or whirl in electric blender. Add lemon juice., Cook water and sugar until candy thermometer registers 240*F or until a small amount of mixture dropped into cold water forms a soft ball. Add to ground almonds. Mix well. When cool enough to handle, knead until smooth. Cool., Pack in a jar, cover & store in refrigerator for at least 1 week to ripen. Makes about 2 pounds., NOTE: If almond paste is too stiff to handle after storage, place in top part of double boiler and heat over hot, NOT boiling, water until sufficiently soft to handle. Use in cookies, coffee cakes or in other pastries and desserts.
)",4,Unknown,"Calories: 2123.5, Fat: 119.8g, Protein: 48.9g, Sugar: 210.7g, Carbs: 244.0g",
685,Brown Rice and Vegetable Pilaf,30 mins,2 hrs,2 hrs 30 mins,"brown rice, chicken broth, unsalted butter, oregano, marjoram, summer savory, unsalted butter, celery, fresh snow pea, broccoli floret, green onion, lemons, coconut","Preheat oven to 325 degrees F., Heat chicken broth to boiling., Combine broth   with brown rice, butter, oregano, marjoram, and summery  savory in 3 quart  casserole and bake, covered, for 1-1/2 hours or until  rice is tender., Keep  hot.   Melt butter in large skillet or dutch oven., Add celery, snow peas,  broccoli, green onion, and ginger and stir fry until crisp-tender., Add  vegetables, lemon rind, and toasted coconut to rice.  Toss lightly  to combine.  Adjust seasonings.",5,Unknown,"Calories: 412.6, Fat: 24.4g, Protein: 8.1g, Sugar: 2.7g, Carbs: 42.1g",
686,Blueberry Buttertarts,15 mins,25 mins,40 mins,"egg, corn syrup, lemon juice, vanilla, brown sugar, all-purpose flour, blueberries","Preheat oven to 375F., Leave shells in foil cups and place on a baking sheet. In  large bowl, whisk egg with syrup, juice and vanilla., In another bowl, stir sugar with flour., Divide berries among shells., Pour in egg mixture, filling each shell right to top., Bake on bottom rack at 375F oven until bubbly and top is a bit  crusty, from 18-23 minutes.Tarts will firm up when cool and can be refrigerated  2 days.",5,Unknown,"Calories: 337.9, Fat: 18.4g, Protein: 4.2g, Sugar: 11.5g, Carbs: 40.2g",
687,"Capsicum, Tomato and Crunchy Bread Salad",1 hrs 10 mins,40 mins,1 hrs 50 mins,"garlic, egg tomatoes, olive oil, olive oil, red capsicums, yellow capsicum, fresh basil leaf, red wine vinegar, brown sugar, olive oil","DRESSING:Separate garlic bulbs into cloves, don't peel., Combine garlic, tomatoes and oil in baking dish., Bake uncovered, in moderately hot oven about 30 minutes, or until tomatoes are soft, gently turning tomato occasionally; cool., Reserve garlic for the dressing., Cut bread into 2 cm squares, combine in a bowl with extra olive oil; mix well., Place bread in single layer on oven tray, toast in moderate oven about 10 minutes., Quarter capsicums, remove seeds and membranes., Grill capsicums, skin side up, until skin blisters and blackens., 
Peel away skin, slice capsicums into thick strips., Combine tomatoes, capsicums, basil in a large bowl; toss gently., Add crunchy bread to salad just before serving., DRESSING Squeeze pulp from garlic.  Blend with vinegar and sugar until smooth., Add oil gradually in a thin stream while motor is running., Blend until thick.",,Unknown,"Calories: 283.9, Fat: 26.0g, Protein: 2.3g, Sugar: 7.4g, Carbs: 12.4g",
688,Bread Pudding with Jack Daniels Sauce,50 mins,1 hrs 52 mins,2 hrs 42 mins,"milk, eggs, evaporated milk, butter, sugar, vanilla, nutmeg, cinnamon, butter, sugar, water, butter, sugar, water","Cube bread., Set aside in a large mixing bowl., Combine all ingredients except butter., Mix well and pour over bread., Soak bread in milk mixture for 15 minutes., Pour into a 13x9 buttered pan., Top bread mixture, with cut up butter., Bake at 325 for 60-90 minutes or until pudding mixture has risen 1 inch., Serve warm Sauce over bread pudding., Sauce, combine ingredients and add sugar and water until dissolved., Add butter, and simmer until melted., Cook over high heat of 2 minutes., 
Add Jack Daniels, and simmer for 3-5 minutes.",3.5,Unknown,"Calories: 517.6, Fat: 25.4g, Protein: 9.2g, Sugar: 25.6g, Carbs: 55.5g",
689,Braised Chicken with Onions and Tomatoes,20 mins,42 mins,1 hrs 2 mins,"onions, gingerroot, garlic, green serrano chilies, tomatoes, black cardamom pods, cinnamon sticks, cloves, black peppercorns, bay leaves, cumin, cayenne pepper, turmeric, plain yogurt, dark rum, salt, cilantro, chicken pieces","Heat oil in large saucepan over high heat. Add onions and sauti 2 minutes., Stir in ginger, garlic and chiles., Add chicken pieces and brown lightly., Add tomatoes and remaining spices, yogurt, rum and salt. Reduce heat to low and braise 40 minutes until chicken is cooked through., Serve with cilantro and rice. With leftovers., Freezes well.",,Unknown,"Calories: 184.2, Fat: 8.4g, Protein: 3.9g, Sugar: 10.1g, Carbs: 20.9g",
690,Cheesy Scalloped Potato Side Dish,25 mins,1 hrs 30 mins,1 hrs 55 mins,"potatoes, flour, half-and-half, cheddar cheese, parmesan cheese, paprika","Layer potatoes, flour, milk, and salt and pepper (if desired) in a large casserole dish in several layers, then top with cheeses and paprika., Bake at 350°F for 1 1/2 hours., Optional crockpot method:  Spray crock pot with non-stick spray.  Layer ingredients in crockpot as directed for oven method.  Cook on high about 5 hours, until potatoes are tender., All cooking times are approximate.  Preparation time allows for peeling and slicing potatoes.  Cooking time is for oven method.",4,Unknown,"Calories: 332.0, Fat: 10.5g, Protein: 14.2g, Sugar: 4.3g, Carbs: 46.0g",
691,Borscht,20 mins,30 mins,50 mins,"cabbage, onion, celery, butter, beets, tomato sauce, brown sugar, bay leaf, rosemary, lemon juice","Saute cabbage, onion and celery in butter until soft in large saucepan., Add  tomato sauce, beets with juice, herbs, sugar and enough water to cover  ingredients., Bring to boil, reduce heat, simmer 25-30 minutes., Add lemon  juice  a few minutes before serving., Serve with chopped boiled eggs, sour cream  and pumpernickel bread.",3,Unknown,"Calories: 631.8, Fat: 24.7g, Protein: 14.3g, Sugar: 70.5g, Carbs: 100.9g",
692,Cheeseburger Casserole,15 mins,25 mins,40 mins,"flour, ground beef, onion, tomato sauce, ketchup, salt, pepper, cheddar cheese","Combine ground beef and flour in skillet. Add onion and brown., Pour off drippings., Add tomato sauce, ketchup, salt and pepper., Pour into 1 1/2-quart casserole dish., Bake for 10 minutes at 425°F., Top with cheese and biscuits., Bake for 10-15 minutes longer.",4.5,Unknown,"Calories: 543.5, Fat: 29.2g, Protein: 25.5g, Sugar: 12.6g, Carbs: 44.8g",
693,Cajun Beef Burgers,40 mins,50 mins,1 hrs 30 mins,"beef, black pepper, fresh parsley, Spanish onion, salt, cajun-style stewed tomatoes, dried thyme leaves","To make sauce: In large saucepan, heat oil over medium heat until hot. Add onion and salt; cook and stir over low heat 10 minutes., Add tomatoes and thyme; bring  to a broil., Reduce heat; simmer 8 to 10 minutes or until sauce thickens  slightly., Meanwhile shape ground beef into four 1/2-inch thick patties., Sprinkle both sides of patties with black pepper and red pepper; brush lightly with 1  teaspoon oil., Heat large heavy nonstick skillet over medium heat 5 minutes., Place patties in skillet; panbroil 10 to 12 minutes or until centers are no  longer pink, turning once. Spoon approx., 
1/2 of sauce onto bottom halves or  rolls; top with patties., Spoon remaining sauce over patties; sprinkle with  parsley., Close with roll tops., Serve immediately., Makes 4 servings (serving size: 1 sandwich). Tip: Mexican-style stewed tomatoes may be substituted for Cajun-style. To grill, place patties on grid over medium, ash-covered coals., Grill uncovered, 11 to 13 minutes or until centers are no longer pink, turning once.",,Unknown,"Calories: 1012.8, Fat: 88.5g, Protein: 15.9g, Sugar: 4.3g, Carbs: 38.5g",
694,Buttermilk Pie in Cornmeal Pastry,1 hrs,40 mins,1 hrs 40 mins,"flour, salt, cornmeal, shortening, cheddar cheese, water, eggs, sugar, butter, flour, buttermilk, lemon zest, lemon juice, sugar","For Pastry: Sift together flour and salt; stir in cornmeal., Cut in shortening until mixture resembles fine crumbs., Stir in grated Cheddar cheese; sprinkle water over mixture gradually, mixing lightly with fork., Shape into ball; flatten on lightly floured surface. Roll to about 1/8\ thickness., Line 9\ pie pan; trim and flute edge. Fill and bake as directed below., For Filling: Separate 3 eggs and set whites aside for use in meringue., Beat yolks, adding sugar gradually., Cut butter into flour; add buttermilk, lemon peel and juice. Fold in yolks., 
Pour into 9\ Cornmeal Pie Shell., Bake in hot oven (425°F) 10 minutes; reduce temperature to 350°F and bake 20 to 25 minutes., Cool., To make meringue: Beat 4-5 egg whites in a large bowl with electric mixer on high, until foamy. Gradually add sugar, beating until stiff peaks form. (Amount of sugar actually used will depend on the humidity in the air)., Pile meringue lightly over cooled Butterrmilk filling., Bake in moderate oven (350°F.) 12 to 15 minutes.",3,Unknown,"Calories: 459.0, Fat: 19.4g, Protein: 10.6g, Sugar: 40.8g, Carbs: 61.8g",
695,Butterflied Lamb with Garlic Butter,45 mins,4 hrs 15 mins,5 hrs,"lamb, parsley, fresh thyme, lemon, rind of, garlic, cracked black pepper, butter, lemon juice, small potato, shallots, olive oil","Open lamb out flat, place the fat-side down on a board.  Using a meat mallet or  rolling pin pound the lamb to even thickness., Combine herbs, rind, garlic,  pepper and butter in a small bowl; spread the mixture over the fat-side of the  lamb., Place lamb in a large shallow dish, drizzle the juice over.  Cover,  refrigerate 3 hours or overnight., Place the potatoes and onions in a large  roasting dish; drizzle with oil.  Bake uncovered, in a moderately hot oven 20  minutes., Place lamb, fat-side up, over the vegetables in the roasting dish.  Bake uncovered in moderately hot oven about 40 minutes or until lamb doneness as  desired., 
Remove the lamb from the dish, cover loosely with foil to keep warm., Drain the excess juices from the pan, bake potatoes and onions in a very hot  oven another 15 minutes or until crisp., Slice lamb and serve with the  vegetables.",5,Unknown,"Calories: 1194.6, Fat: 74.8g, Protein: 75.9g, Sugar: 7.7g, Carbs: 52.7g",
696,Chicken and Broccoli Lasagna,15 mins,55 mins,1 hrs 10 mins,"butter, flour, milk, chicken broth, eggs, parmesan cheese, butter, onion, garlic, chicken, broccoli, parsley, mozzarella cheese, parmesan cheese, salt, nutmeg","c(Sauce: Melt butter, stir in flour.  Add milk, whisk until smooth.  Stir in broth.  Cook, stirring constantly, until thick., Beat eggs in   separate bowl, add small amount of sauce; then combine egg mix with   all sauce. Stir in cheese and seasonings., Cook noodles., Saute chicken in butter with onion and garlic. Stir in broccoli, cook 5 min.  until tender.  Add seasonings., Layer in 9 x 13 pan: sauce, mozzarella, noodles, chicken., Repeat. Finish with cheese., Freeze. Bake 350 for 50 min, until bubbly.
)",4,Unknown,"Calories: 270.1, Fat: 19.6g, Protein: 14.4g, Sugar: 1.7g, Carbs: 9.7g",
697,Carrot Ginger Biscuits,35 mins,15 mins,50 mins,"all-purpose flour, whole wheat flour, baking powder, baking soda, ginger, salt, carrot, plain low-fat yogurt, canola oil, honey","Preheat oven to 450., In a large bowl, stir together the all-purpose flour and  whole wheat flour, baking powder and baking soda, ginger and salt.  In a small  bowl, stir together the carrot, yogurt, oil and honey., Add carrot mixture to  dry ingredients and stir until just combined., Place the dough on a well-floured surface.  Using a lightly floured rolling pin, roll out the dough until 1/2\ thick., Using a 2 1/4\ biscuit cutter or glass ,  cut out rounds, gently rerolling the scraps, to form 12 biscuits., 
Place the  biscuits on an ungreased baking sheet, spacing them 1\ apart.  Bake for 12 to 15 minutes or until golden., Serve warm.",3,Unknown,"Calories: 127.0, Fat: 3.3g, Protein: 4.5g, Sugar: 4.2g, Carbs: 20.2g",
698,Chicken Breasts Saltimbocca,1 hrs,6 hrs,7 hrs,"boneless skinless chicken breast halves, ham slices, swiss cheese, all-purpose flour, parmesan cheese, salt, dried sage, pepper, dry white wine, cornstarch, water, rice","Pound chicken breast halves until thin between  two sheets of waxed paper or  foil., Place a slice of ham and cheese on each chicken piece.  Roll up and tuck  ends in; secure with small skewers or  wooden picks., Combine flour, Parmesan  cheese, salt, sage and pepper in a shallow bowl., Coat chicken rolls in flour  mixture.  Refrigerate chicken at least 1 hour., In a large skillet, heat oil  over medium heat.  Add chicken rolls and cook, turning, until browned on all  sides., Place browned chicken in a slow cooker., 
Combine soup and wine and pour  over chicken rolls., Cover and cook on LOW 4 to 5 hours or until chicken is  tender., Turn control to HIGH., In a small bowl, dissolve cornstarch in water;  stir into cooking juices in cooker., Cover and cook on HIGH 10 minutes., Serve  with hot rice.",5,Unknown,"Calories: 511.9, Fat: 29.5g, Protein: 40.6g, Sugar: 0.9g, Carbs: 15.8g",
699,A New Spaghetti with Clams,20 mins,20 mins,40 mins,"littleneck clams, extra virgin olive oil, garlic, Canadian bacon, smoked ham, dry white vermouth, dry white wine, bottled clam broth, baking potato, spaghetti, flat leaf parsley","Bring 4 quarts of water to a boil in a large pot for cooking pasta., Scrub, the clam shells under cold water with a stiff bristle brush., Heat the olive oil in a large nonstick skillet. Add the garlic and cook over a medium heat until fragrant but not brown, about 1 minute. Stir in the bacon and pepper flakes and cook for 1 minute. Add vermouth and bring to a boil., Add the clam broth, and bring to a boil., Stir in the potatoes and clams, tightly cover the pan, and cook until the shells open and the potatoes are tender, about 8 minutes., 
Cook the spaghetti in the boiling water until al dente, about 8 minutes., Drain the pasta in a colander., Stir it into the sauce and cook until thoroughly heated and coated with sauce, about 2 minutes., Stir in the parsley and serve at once.",5,Unknown,"Calories: 1536.7, Fat: 24.4g, Protein: 106.8g, Sugar: 5.4g, Carbs: 214.9g",
700,Blueberry Scones,55 mins,22 mins,1 hrs 17 mins,"all-purpose flour, sugar, baking powder, salt, unsalted butter, fresh blueberries, lemon, zest of, heavy cream, eggs","Adjust rack to center of oven, and heat to 400 degrees., Place a Silpat baking mat on a baking sheet, and set aside. In a large bowl, sift together flour, 3 tablespoons sugar, baking powder, and salt. Using a pastry blender, or two knives, cut in butter until the largest pieces are the size of small peas., Stir in blueberries and zest. Using a fork, whisk together cream and egg in a liquid measuring cup., Make a well in the center of dry ingredients and pour in cream mixture. Stir lightly with fork just until dough comes together., 
Turn out onto a lightly floured surface, and knead a few times to mix well., Pat dough into a 6-inch square about 1 1/4 inches thick., Using a floured knife, cut into four 3-inch squares., Cut squares in half on the diagonal to form eight triangles., Transfer to prepared baking sheet. Brush tops with cream and sprinkle with sugar., Bake until golden brown, 20 to 22 minutes., Transfer scones from baking sheet to wire racks to cool.",5,Unknown,"Calories: 277.3, Fat: 13.9g, Protein: 5.3g, Sugar: 7.6g, Carbs: 33.4g",
701,Blueberry Cookies,4 hrs,15 mins,4 hrs 15 mins,"flour, baking powder, salt, vegetable shortening, sugar, egg, milk, lemon zest, blueberries","c(Combine flour, baking powder and salt., In a large bowl, cream the shortening and  sugar., Beat in the egg., Beat in the milk, almond extract and lemon rind., Gradually blend in the dry ingredients., Fold in the blueberries., Cover and chill for at least 4 hours.Preheat oven to 375°., Drop dough by spoonfuls about  1-inch apart onto ungreased cookie sheets., Bake for 12-15 minutes, until pale golden., Transfer to wire racks to cool., NOTES: Canned or frozen blueberries can be used, but fresh gives the best results.
)",4.5,Unknown,"Calories: 58.4, Fat: 2.4g, Protein: 0.7g, Sugar: 4.5g, Carbs: 8.7g",
702,Abby's Pecan Apple Cake,20 mins,1 hrs 10 mins,1 hrs 30 mins,"butter, sugar, cinnamon, nutmeg, all-purpose flour, tart apples, butter, eggs, milk, rum, vanilla extract, pecans, baking powder, baking soda, salt","* , such as Granny Smith, peeled, halved, and sliced (3 cups)  Preheat the oven to 350 degrees., Brush the sides of a 8 x 3 1/4-inch  springform pan with the melted butter., Mix together 1/2 cup sugar, cinnamon,  nutmeg, and 1/4 cup flour and sprinkle the mixture evenly over the bottom of  the pan., Wrap foil around the pan to prevent leakage. Starting at the outside  edge, arrange a ring of apple slices in the pan, slightly overlapping and  pointing to the center., (It will feel backwards.) Fill in the center with  another circle of apples, with some overlap occurring., 
Layer any remaining  apple slices evenly, overlapping to prevent the batter from escaping., With a  wooden spoon or electric mixer, beat together the butter and 1 cup sugar., Add  the eggs, milk, rum, and vanilla., The batter will look curdled., Add 1 1/4  cups flour, the nuts, baking powder, baking soda, and salt, beating only  until the flour is completely incorporated., Pour the batter over the apples  and spread evenly., Place the pan on a baking sheet and bake in the middle of  the oven until a toothpick inserted in the cake comes out clean, about 70  minutes., 
Cover with a piece of foil if the top begins to brown too quickly., Let the cake rest in the pan on a rack for 5 minutes, then, using a small,  flexible knife, gently separate the sides of the cake from the pan., Invert  the cake on the rack, letting it stay in the pan for another 10 minutes, then  remove the pan, lifting it up carefully.",4,Unknown,"Calories: 357.2, Fat: 15.1g, Protein: 4.0g, Sugar: 34.7g, Carbs: 51.3g",
703,Carrot Cake II,15 mins,1 hrs,1 hrs 15 mins,"carrot, eggs, sugar, all-purpose flour, salt, baking powder, baking soda, cinnamon, walnuts, cream cheese, sugar, unsalted butter, real vanilla","Preheat oven to 325°., Add 1 egg at a time to the grated carrots until all 4 have been added., Beat after each egg  Add the oil and mix., Then sift all of the dry ingredients together and add it to the oil, egg, and carrot mixture in 4 parts, beating after each addition., Next, add the walnuts and mix well., Pour into a greased/floured tube pan., Bake for 1 hour at 325°, or or when a tooth pick is inserted into the cake and it comes out clean., FOR THE ICING: Soften butter and cheese. Blend well and then add the sugar and vanilla., 
Beat until smooth and creamy., Frost only after cake is cooled.",5,Unknown,"Calories: 1173.5, Fat: 69.8g, Protein: 11.5g, Sugar: 89.4g, Carbs: 129.9g",
704,Commissary Carrot Cake,2 hrs 5 mins,1 hrs 55 mins,4 hrs,"sugar, flour, salt, heavy cream, unsalted butter, pecans, vanilla, sugar, flour, cinnamon, baking powder, salt, eggs, carrots, pecans, raisins, unsalted butter, cream cheese, powdered sugar, vanilla extract, coconut","In a heavy saucepan,blend well the flour,sugar and salt.  Gradually stir in the cream., Add the butter., Cook and stir the mixture over a  low heat until the butter has melted, then let simmer for 20-30 minutes until  golden brown in color, stirring occasionally., Cool to lukewarm., Stir in the  nuts and vanilla., Let cool and refrigerate, preferably overnight.  If too thick  to spread, bring to room temperature before using., Carrot Cake Preheat oven to 350 F., Have ready a greased and floured 10\ tube  cake pan., 
In a large bowl Whisk together the corn oil and sugar., Sift together  the flour, cinnamon,baking powder, baking soda and salt. Sift half the dry  ingredients into the sugar-oil mixture and blend., Alternately, sift in the rest of the dry ingredients while adding the eggs, one by one.  Combine well., Add  the carrots, raisins, and pecans., Pour into the prepared tube pan and bake for  70 minutes., Cool upright on a cooling rack  If you fare not using the cake that day it can be removed from the pan,wrapped in plastic and stored at room temp., 
Cheese Cream Filling Cream the butter well., Add the cream cheese and beat until  blended., Sift in the sugar and add the vanilla., If it is to soft to spread,  chill a bit.Chill if not using immediately, but bring to room Temp., before  spreading., Assembly Preheat oven to 300 F., Spread the coconut on a baking  sheet and bake for 10-15 minutes until it colors lightly., Toss the coconut  occasionally  while it is baking so that it browns evenly  Cool completely., Have the filling and the frosting at a spreadable consistency., 
Loosen the cake  in it's pan and invert onto a serving plate.  With a long serving knife,  carefully split the cake into three horizontal layers., Spread the filling  between the Layers., Spread the frosting over the top and sides., Pat the  coconut onto the sides of the cake.  If desired, save 1/2 cup of the frosting  and color 1/2  with green food coloring 1/2 with orange, pipe on the top to form little carrots",5,Unknown,"Calories: 1011.8, Fat: 67.4g, Protein: 7.4g, Sugar: 80.1g, Carbs: 101.3g",
705,Carrot Maple Cheesecake,45 mins,1 hrs 5 mins,1 hrs 50 mins,"graham crackers, butter, carrots, light cream cheese, granulated sugar, maple syrup, eggs, water, granulated sugar, carrot","CRUST:  Combine ingredients; mix well., Press into 9 inch springform pan.  Bake in preheated 350 F oven for 10 minutes., FILLING:  Simmer shredded carrots in water to cover for 5 minutes.  Drain and remove excess liquid., In food processor combine carrots, cream cheese, sugar and maple syrup, process until completely smooth and evenly colored., Add eggs, one at a time, and mix until just blended., Pour onto crumb crust and bake at 300 F for 45 minutes or until center is almost set.  Cool to room temperature.  Refrigerate 3 hours or overnight. ., 
OPTIONAL GARNISH:  In small saucepan simmer water with sugar for 5 minutesAdd shredded carrots and simmer 5 minutes.   Drain well and scatter on top of chilled cheesecake.",5,Unknown,"Calories: 302.5, Fat: 20.3g, Protein: 8.2g, Sugar: 16.8g, Carbs: 22.9g",
706,Catherine's Excellent Yorkshire Pudding,15 mins,20 mins,35 mins,"plain flour, salt, black pepper, egg, milk, water","c(Sieve the flour into mixing bowl., Add the salts and pepper., Make hole in middle  of flour and add egg. Start mixing gently whilst gradually adding the milk and  water., Use small foil cases and put a small amount of cooking oil in each and  place on a high shelf in a preheated oven, gas mark 7., ( the fat needs to be hot before you add the mixture ) Pour equal amounts of the mixture into each case  and place in the oven Cook for 20-25 mins Serve with all roast meats ( don't  forget the lashings of gravy ) Please enjoy   from Cathy the Northern Cook.
)",5,Unknown,"Calories: 141.6, Fat: 2.6g, Protein: 5.5g, Sugar: 0.1g, Carbs: 23.4g",
707,Carnation Lean Fettuccine Alfredo,30 mins,10 mins,40 mins,"fettuccine, olive oil, garlic, milk, parmesan cheese, fresh dill, fresh chives, nutmeg, salt, pepper, asparagus, smoked salmon, lemon juice","c(In a large pot of boiling water, cook the fettuccine for 8-10 minutes until  tender but firm., Drain., In a non-stick skillet, heat oil and cook garlic for 30  seconds., Add to drained pasta along with milk and cheese. Cook over medium heat, stirring gently for four to five minutes, until sauce is thickened., Remove from  heat and let stand two to three minutes to thicken more. Stir in dill and chives and season with salt and pepper., Stir in blanched  asparagus, salmon and lemon juice. Garnish each serving with more freshly grated Parmesan, if desired.
)",5,Unknown,"Calories: 535.7, Fat: 15.9g, Protein: 28.6g, Sugar: 2.5g, Carbs: 69.7g",
708,Caramel Rice Pudding,55 mins,3 hrs,3 hrs 55 mins,"short-grain rice, brown sugar, butter, milk, nutmeg","c(Wash the rice well and drain., Mix with remaining ingredients and put in a buttered baking dish and bake in a slow oven 140 C for 2 - 2 1/2 hours, until rice is tender and creamy., Stir every 30 minutes during cooking and add more milk if necessary., When ready, the milk and cream should be a rich, caramel cream and a golden crust should have formed., Serve hot or cold., This can be cooked in individual dishes if wished and just eat from them., You can use brown, raw or demerara sugars.
)",4,Unknown,"Calories: 686.8, Fat: 44.2g, Protein: 16.1g, Sugar: 17.9g, Carbs: 58.2g",
709,Butterscotch Apple Dumpling,45 mins,30 mins,1 hrs 15 mins,"green apples, self rising flour, salt, sugar, butter, water, butter, brown sugar, golden syrup, water","Sift flour and salt.  Add sugar.  Rub in butter, then add water and mix to a soft dough., Peel and quarter apples., Divide pastry into 8 equal portions., Roll out each portion of pastry and wrap each around an apple quarter., Place in an oven proof dish., Combine sauce ingredients in saucepan and bring to boil., Pour sauce over pastries in dish., Bake 25-30 minutes in  a moderate oven, about 325 degrees Fahrenheit.  Serve with ice cream.",,Unknown,"Calories: 271.6, Fat: 8.9g, Protein: 1.8g, Sugar: 33.2g, Carbs: 48.0g",
710,Buttermilk-Oat Bread,30 mins,20 mins,50 mins,"buttermilk, honey, butter, margarine, bread flour, rolled oats, salt, active dry yeast, bread machine yeast","For toasted rolled oats, place oats in a shallow baking pan.  Bake at 350 for 15 to 20 minutes or till oats are lightly browned, stirring occasionally.   Cool., Add all of the ingredients to a bread machine according to manufacturer's  directions.   Bake the bread using the regular or white setting.",4.5,Unknown,"Calories: 68.7, Fat: 0.7g, Protein: 2.1g, Sugar: 1.7g, Carbs: 13.3g",
711,Blueberry Pancake Syrup,50 mins,36 mins,1 hrs 26 mins,"blueberries, water, lemons, rind of, sugar, lemon juice","Pour the blueberries into a saucepan and crush them with a potato masher or a wooden spoon until most of the skins are broken., Add 1 cup of water  and strips of lemon peel and bring to a simmer., Turn heat down to low and cook the berries for 5 minutes at just under a simmer., Pour the hot berries into a strainer lined with two layers of cheesecloth and let the blueberry juice drip through., Twist the cloth to extract all the juice; there should be about 2 cups., Discard the berry pulp., 
Combine the remaining  2 cups water with the sugar in a small saucepan., Bring the mixture to a boil, stirring, until the sugar is dissolved and the mixture is clear., Wash down the sides of the pan with a wet pastry brush, then boil the syrup, without stirring, until it reaches 260 degrees on a candy thermometer., Add the blueberry syrup to the sugar syrup and bring the mixture to boil., Boil for 1 minute.  Let the syrup cool, then add lemon juice to taste. Pour the syrup into two pint jars and refrigerate if you plan to use it in a month or two., 
To can (for indefinite storage) Pour into canning jars with 1/2 inch headspace.  Process in hot water bath for 30 minutes., Cool.",5,Unknown,"Calories: 1329.7, Fat: 1.0g, Protein: 2.2g, Sugar: 328.9g, Carbs: 342.8g",
712,Chanfana Ou Lampantana,20 mins,4 hrs,4 hrs 20 mins,"bacon, olive oil, onions, paprika, cloves, nutmeg, bay leaf, parsley, garlic, piri-piri, red wine","c(Preheat oven to 200 degrees C.  Place the meat and bacon in a pot and add the oil and lard.  Add the onions, spices, herbs and seasonings.    Cover completely with the wine. Cover the pot and place it in a very hot oven (200 degrees C) for 1 hour., Remove the lit and stir.   Add more wine if necessary., Cover the pot again and reduce the oven temperature of 100 degrees C., Continue cooking, preferably overnight or until the meat is tender., (The time taken will depend on the age of the lamb or goat.)  Serve with potatoes boiled in their Jackets.
)",,Unknown,"Calories: 1266.0, Fat: 42.5g, Protein: 106.2g, Sugar: 4.7g, Carbs: 17.5g",
713,Cheese and Pineapple Dip,20 mins,2 hrs,2 hrs 20 mins,"cheese, pineapple","Mix reduced cream, tomato & onion soup, cheese and crushed pineapple together until well combined., Chill for 2 hours before serving., Makes  about 3 cups., Cheers,  Doreen Doreen Randal,  Wanganui., New Zealand.",,Unknown,"Calories: 98.7, Fat: 4.7g, Protein: 4.1g, Sugar: 7.0g, Carbs: 11.1g",
714,Chicken and Pineapple Salad With Curry Mayonnaise,20 mins,1 hrs 5 mins,1 hrs 25 mins,"barbecued chicken, coconut, unsweetened pineapple slices, spring onions, curry powder, five-spice powder, garlic clove, fresh ginger, mayonnaise, coconut milk","CURRIED MAYONNAISE:, Combine all ingredients thoroughly., CHICKEN AND PINEAPPLE SALAD:, Toast coconut on oven tray in moderate oven for about 5 minutes., Cut chicken and pineapple into chunks; place in bowl, mix in coconut, shallots and Mayonnaise., Refrigerate 1 hour before serving., Serves 4., Cheers,  Doreen Doreen Randal,  Wanganui., New Zealand.",5,Unknown,"Calories: 409.7, Fat: 27.9g, Protein: 13.3g, Sugar: 15.3g, Carbs: 30.2g",
